fetched_at,search_query,search_center_latitude,search_center_longitude,place_id,added,name,primary_type,primary_type_label,types,formatted_address,latitude,longitude,national_phone,international_phone,rating,user_rating_count,price_level,business_status,open_now,weekday_hours,website,google_maps_uri,plus_code
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJRYP1ZxMbdkgRMfjW6O_Wk5Q,2026-04-19T00:00:00+00:00,BusinessesForSale.com,service,Tjenester,service | point_of_interest | establishment,"Dynamis, House 6, 8 Sycamore St, Barbican, London EC1Y 0SW, Storbritannien",51.5227553,-0.0979858,020 7324 1930,+44 20 7324 1930,4.5,48,,OPERATIONAL,false,mandag: 09.30–17.30; tirsdag: 09.30–17.30; onsdag: 09.30–17.30; torsdag: 09.30–17.30; fredag: 09.30–17.30; lørdag: Lukket; søndag: Lukket,https://uk.businessesforsale.com/?utm_source=gmb&utm_medium=organic&utm_campaign=local,https://maps.google.com/?cid=10706137065081731121&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9C3XGWF2+4R
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJ1c1sVkGdUkYRb59D80HhmLc,2026-04-20T20:05:31.759720+00:00,"Klostergrill, Sorø",restaurant,Restaurant,hamburger_restaurant | hot_dog_stand | danish_restaurant | meal_takeaway | american_restaurant | restaurant | food | point_of_interest | establishment,"Torvet 10, 4180 Sorø",55.431872299999995,11.5555766,41 44 46 66,+45 41 44 46 66,4.6,74,,OPERATIONAL,false,mandag: 11.00–19.00; tirsdag: 11.00–19.00; onsdag: 11.00–19.00; torsdag: 11.00–19.00; fredag: 11.00–19.00; lørdag: 11.00–19.00; søndag: 11.00–19.00,https://www.klostergrill.dk/,https://maps.google.com/?cid=13229571578771251055&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F7HCHJ4+P6
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJq7Mx_GKcUkYRujOkNpw8Kq0,2026-04-20T20:05:31.759720+00:00,Café & Ristorante Valencia,restaurant,Restaurant,restaurant | tapas_restaurant | brunch_restaurant | meal_takeaway | cafe | food | point_of_interest | establishment,"Storgade 6A, 4180 Sorø",55.4315983,11.5559842,31 88 98 89,+45 31 88 98 89,4,533,PRICE_LEVEL_MODERATE,OPERATIONAL,false,mandag: 11.00–21.00; tirsdag: 11.00–21.00; onsdag: 11.00–21.00; torsdag: 11.00–21.00; fredag: 11.00–21.30; lørdag: 11.00–21.30; søndag: 12.00–21.00,https://valencia.dk/,https://maps.google.com/?cid=12477852359212676026&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F7HCHJ4+J9
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJuxfyAmOcUkYRlNoT8VQzUR4,2026-04-20T20:05:31.759720+00:00,Cafe Au Lait,restaurant,Restaurant,restaurant | food | point_of_interest | establishment,"Storgade 2, 4180 Sorø",55.4314167,11.5559333,57 83 53 60,+45 57 83 53 60,4.3,94,PRICE_LEVEL_INEXPENSIVE,OPERATIONAL,false,mandag: 11.00–21.00; tirsdag: 11.00–21.00; onsdag: 11.00–21.00; torsdag: 10.00–21.00; fredag: 10.00–21.00; lørdag: 11.00–21.00; søndag: 11.00–21.00,https://cafeaulait4180.dk/,https://maps.google.com/?cid=2184583734166280852&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F7HCHJ4+H9
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJ_7SOmLCdUkYRvBwXQKX__ZU,2026-04-20T20:05:31.759720+00:00,MaskerMedMere,store,Butik,restaurant | food | store | point_of_interest | establishment,"Storgade 18a, 4180 Sorø",55.4323156,11.556230800000002,29 88 08 89,+45 29 88 08 89,4.2,5,,OPERATIONAL,false,mandag: Lukket; tirsdag: Lukket; onsdag: Lukket; torsdag: 14.00–18.00; fredag: 12.00–18.00; lørdag: 10.00–14.00; søndag: Lukket,https://maskermedmere.dk/,https://maps.google.com/?cid=10808075765969001660&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F7HCHJ4+WF
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJqSqCjWKcUkYRHiDKxLM7n8E,2026-04-20T20:05:31.759720+00:00,Cafe Krabasken,restaurant,Restaurant,restaurant | hamburger_restaurant | pizza_restaurant | pizza_delivery | meal_delivery | food_delivery | meal_takeaway | american_restaurant | cafe | food | point_of_interest | establishment,"Holberg Arkaden 1, 4180 Sorø",55.432950999999996,11.556899,57 83 06 60,+45 57 83 06 60,4.1,502,PRICE_LEVEL_MODERATE,OPERATIONAL,false,mandag: 11.00–21.00; tirsdag: 11.00–21.00; onsdag: 11.00–21.00; torsdag: 11.00–21.00; fredag: 11.00–21.00; lørdag: 11.00–21.00; søndag: 11.00–21.00,https://cafe-krabasken.dk/,https://maps.google.com/?cid=13951935813903851550&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F7HCHM4+5Q
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJi6TXV8KdUkYRb0ApzQ2ezrA,2026-04-20T20:05:31.759720+00:00,The Burger,meal_takeaway,Restaurant med takeaway,meal_takeaway | hamburger_restaurant | american_restaurant | restaurant | food | point_of_interest | establishment,"Storgade 15, 4180 Sorø",55.433136399999995,11.5563863,57 80 00 20,+45 57 80 00 20,4.5,197,PRICE_LEVEL_MODERATE,OPERATIONAL,false,mandag: 11.00–21.00; tirsdag: 11.00–21.00; onsdag: 11.00–21.00; torsdag: 11.00–21.00; fredag: 11.00–21.00; lørdag: 11.00–21.00; søndag: 11.00–21.00,https://theburger.mealo.dk/,https://maps.google.com/?cid=12740294177991508079&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F7HCHM4+7H
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJywtYhGKcUkYRZcO3vLTviTc,2026-04-20T20:05:31.759720+00:00,Cafe Luccas,pizza_restaurant,Pizzeria,pizza_restaurant | restaurant | food | point_of_interest | establishment,"Storgade 38, 4180 Sorø",55.4337048,11.5571364,57 83 44 66,+45 57 83 44 66,4.2,411,PRICE_LEVEL_MODERATE,OPERATIONAL,false,mandag: 11.00–22.00; tirsdag: 11.00–22.00; onsdag: 11.00–22.00; torsdag: 11.00–22.00; fredag: 11.00–22.00; lørdag: 11.00–22.00; søndag: 11.00–22.00,https://www.cafe-luccas.dk/,https://maps.google.com/?cid=4001993303434707813&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F7HCHM4+FV
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJofMfg2KcUkYR9KfdtCWq-QM,2026-04-20T20:05:31.759720+00:00,Tokyo Sushi,meal_takeaway,Restaurant med takeaway,meal_takeaway | restaurant | food | point_of_interest | establishment,"Storgade 44, 4180 Sorø",55.433955,11.55724,28 59 83 88,+45 28 59 83 88,4,109,,OPERATIONAL,false,mandag: 11.00–21.00; tirsdag: 11.00–20.30; onsdag: 11.00–20.30; torsdag: 11.00–20.30; fredag: 11.00–20.30; lørdag: 11.00–20.30; søndag: 15.00–20.30,https://tokyotogo.dk/,https://maps.google.com/?cid=286447130239674356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F7HCHM4+HV
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJoS9uwkPlS0YRhWZ6Y651bGQ,2026-04-27T17:22:49.359809+00:00,Thrysøe The & kaffebar,restaurant,Restaurant,coffee_shop | cafe | restaurant | food_store | store | food | point_of_interest | establishment,"Gravene 7, c th, 8800 Viborg",56.450234099999996,9.4049248,42 36 43 23,+45 42 36 43 23,4.9,99,,OPERATIONAL,false,mandag: Lukket; tirsdag: Lukket; onsdag: 11.00–17.00; torsdag: 11.00–17.00; fredag: 11.00–17.00; lørdag: 11.00–15.00; søndag: Lukket,http://tebutikken-thrysoe.dk/,https://maps.google.com/?cid=7236288093131269765&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F8FFC23+3X
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJi2MvCF3kS0YRgtUsV67SjrA,2026-04-27T17:22:49.359809+00:00,Cafe Morville,cafe,Café,cafe | food | point_of_interest | establishment,"Hjultorvet 4, 8800 Viborg",56.450154,9.4088393,86 60 22 11,+45 86 60 22 11,4.2,799,PRICE_LEVEL_MODERATE,OPERATIONAL,true,mandag: 10.00–21.00; tirsdag: 10.00–21.00; onsdag: 10.00–22.00; torsdag: 10.00–22.00; fredag: 10.00–22.00; lørdag: 10.00–22.00; søndag: Lukket,https://www.cafemorville.dk/,https://maps.google.com/?cid=12722337643596928386&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F8FFC25+3G
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJwyjT9n7lS0YROhPynYiXYeM,2026-04-27T17:22:49.359809+00:00,Holms Vinotek,wine_bar,Vinbar,wine_bar | coffee_shop | bar | cafe | food_store | store | food | point_of_interest | establishment,"Sct. Mathias Gade 41, 8800 Viborg",56.4498573,9.40913,60 13 88 38,+45 60 13 88 38,4.6,71,,OPERATIONAL,false,mandag: 10.00–18.00; tirsdag: 10.00–18.00; onsdag: 10.00–18.00; torsdag: 10.00–18.00; fredag: 10.00–23.00; lørdag: 10.00–23.00; søndag: Lukket,https://holms-vinotek.dk/,https://maps.google.com/?cid=16384543532371809082&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F8FCCX5+WM
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJTav91ELkS0YRKAZlU1MvHAU,2026-04-27T17:22:49.359809+00:00,JOE & THE JUICE,juice_shop,Juicebar,juice_shop | vegan_restaurant | vegetarian_restaurant | sandwich_shop | meal_takeaway | fast_food_restaurant | coffee_shop | cafe | restaurant | food_store | store | food | point_of_interest | establishment,"Gravene 3, 8800 Viborg",56.449853999999995,9.404399999999999,89 87 97 08,+45 89 87 97 08,4.3,165,PRICE_LEVEL_MODERATE,OPERATIONAL,false,mandag: 09.00–19.00; tirsdag: 09.00–19.00; onsdag: 09.00–19.00; torsdag: 09.00–19.00; fredag: 09.00–19.00; lørdag: 10.00–17.00; søndag: 10.00–17.00,http://www.joejuice.com/,https://maps.google.com/?cid=368221304465458728&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F8FCCX3+WQ
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJA9mTl5TlS0YRgUPk8gXLwOI,2026-04-27T17:22:49.359809+00:00,Okkels Viborg,ice_cream_shop,Isbutik,ice_cream_shop | dessert_restaurant | coffee_shop | dessert_shop | confectionery | cafe | supplier | manufacturer | restaurant | food_store | store | food | point_of_interest | establishment,"Hjultorvet 1, st.th, 8800 Viborg",56.4496721,9.4081162,71 90 40 66,+45 71 90 40 66,4.5,140,PRICE_LEVEL_MODERATE,OPERATIONAL,true,mandag: 11.00–21.00; tirsdag: 11.00–21.00; onsdag: 11.00–21.00; torsdag: 11.00–21.00; fredag: 11.00–21.00; lørdag: 11.00–21.00; søndag: 11.00–21.00,http://www.okkelsis.dk/,https://maps.google.com/?cid=16339282674510480257&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F8FCCX5+V6
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJ51I_i13kS0YR-eEHGyA0taM,2026-04-27T17:22:49.359809+00:00,Café Baghuset,cafe,Café,cafe | brunch_restaurant | cocktail_bar | breakfast_restaurant | banquet_hall | juice_shop | bar | event_venue | restaurant | food_store | store | food | point_of_interest | establishment,"Fischers Pl. 6, 8800 Viborg",56.4486632,9.4058203,26 16 21 64,+45 26 16 21 64,4.4,1429,PRICE_LEVEL_MODERATE,OPERATIONAL,false,mandag: 09.00–18.00; tirsdag: 09.00–18.00; onsdag: 09.00–22.00; torsdag: 09.00–22.00; fredag: 09.00–22.00; lørdag: 09.00–17.00; søndag: 09.00–16.00,http://www.cafebaghuset.dk/,https://maps.google.com/?cid=11796392111463981561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F8FCCX4+F8
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJJeRIXADlS0YRBq0jCn4DDfA,2026-04-27T17:22:49.359809+00:00,Meny-torv,coffee_shop,Kaffebar,coffee_shop | cafe | food_store | store | food | point_of_interest | establishment,"Sct. Mathias Gade, 8800 Viborg",56.448484699999995,9.405232999999999,,,,,,OPERATIONAL,false,mandag: 07.00–19.00; tirsdag: 07.00–19.00; onsdag: 07.00–19.00; torsdag: 07.00–19.00; fredag: 07.00–19.00; lørdag: 07.00–18.00; søndag: Lukket,,https://maps.google.com/?cid=17297485583670816006&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F8FCCX4+93
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJSX15i2rkS0YRzTYXoDHrjrA,2026-04-27T17:22:49.359809+00:00,Lagkagehuset,bakery,Bageri,bakery | brunch_restaurant | pastry_shop | cake_shop | breakfast_restaurant | coffee_shop | dessert_shop | confectionery | cafe | manufacturer | wholesaler | restaurant | food_store | store | food | point_of_interest | establishment,"Jegstrupvej 16, 8800 Viborg",56.454819799999996,9.393587,86 62 40 05,+45 86 62 40 05,4,246,PRICE_LEVEL_EXPENSIVE,OPERATIONAL,false,mandag: 05.30–17.30; tirsdag: 05.30–17.30; onsdag: 05.30–17.30; torsdag: 05.30–17.30; fredag: 05.30–17.30; lørdag: 05.30–16.00; søndag: 05.30–16.00,https://lagkagehuset.dk/,https://maps.google.com/?cid=12722364595740030669&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F8FF93V+WC
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJeYf9SG7kS0YRLJP7FpxUXOI,2026-04-27T17:22:49.359809+00:00,7-Eleven,convenience_store,Kiosk,convenience_store | coffee_shop | cafe | food_store | store | food | point_of_interest | establishment,"Gammel Skivevej 71, 8800 Viborg",56.4622222,9.4041667,86 62 45 45,+45 86 62 45 45,4.1,93,PRICE_LEVEL_INEXPENSIVE,OPERATIONAL,true,mandag: 06.00–23.00; tirsdag: 06.00–23.00; onsdag: 06.00–23.00; torsdag: 06.00–23.00; fredag: 06.00–23.00; lørdag: 07.00–23.00; søndag: 07.00–23.00,http://www.7-eleven.dk/,https://maps.google.com/?cid=16311004979806311212&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F8FFC63+VM
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJMwHQKxvlS0YRCUsNOXPuZEw,2026-04-27T17:22:49.359809+00:00,Les Jeunes — kaffebar og neo-bistro,bistro,Bistro,bistro | coffee_shop | cafe | restaurant | food_store | store | food | point_of_interest | establishment,"Jernbanegade 2, st. th, 8800 Viborg",56.447961299999996,9.3997624,71 72 69 75,+45 71 72 69 75,4.5,250,,OPERATIONAL,false,mandag: Lukket; tirsdag: 09.00–21.30; onsdag: 09.00–22.00; torsdag: 09.00–22.00; fredag: 09.00–23.00; lørdag: 09.00–23.00; søndag: 09.00–21.30,https://lesjeunes.dk/,https://maps.google.com/?cid=5504786823199410953&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F8FC9XX+5W
2026-04-27T17:53:37.998283+00:00,cafe,55.47418363715264,9.137878417968752,ChIJrXPXpRhdS0YROc3VETvx6JQ,2026-04-27T17:24:01.296994+00:00,Circle K Bilvask,car_wash,Bilvask,car_wash | coffee_shop | cafe | pastry_shop | dessert_shop | confectionery | bakery | food_store | store | restaurant | food | point_of_interest | service | establishment,"Frederik d. 7's gade, Fr. D. 7's Gade 40, 6600 Vejen",55.4828836,9.1475426,70 10 11 01,+45 70 10 11 01,,,,OPERATIONAL,true,mandag: 06.00–23.00; tirsdag: 06.00–23.00; onsdag: 06.00–23.00; torsdag: 06.00–23.00; fredag: 06.00–23.00; lørdag: 07.00–23.00; søndag: 07.00–23.00,https://www.circlek.dk/station/10537?utm_source=google&utm_medium=local&utm_campaign=google-local,https://maps.google.com/?cid=10730091348214795577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,9F7FF4MX+52
